entry_id,verify,repo_url,commit,field_path,file,line,code,desc,reason,details
entry-00191,1,https://github.com/n8n-io/n8n,3af9095245be3aaad6bc16622f379f79c6c6068f,trace[2],packages/nodes-base/nodes/Form/utils/utils.ts,139,};,在调用栈下游，prepareFormFields 箭头函数整体在此闭合，将 map 处理后的字段数组返回给调用方，完成函数执行上下文的退出。在漏洞路径上，html 字段经宽松白名单过滤写入 field.html 的核心 sink 操作全部在函数体内完成；此步骤是从函数内部流向模块作用域的过渡边界，随后控制流进入 sanitizeCustomCss 等独立函数的声明区域，标志着字段预处理阶段的终结。,multiple_matches,"candidate_count=2; candidates=[{""file"": "".github/scripts/cleanup-ghcr-images.mjs"", ""line"": 58, ""code_preview"": ""};""}, {""file"": "".github/scripts/cleanup-ghcr-images.mjs"", ""line"": 63, ""code_preview"": ""};""}]"
entry-00193,1,https://github.com/openclaw/openclaw,bc507080577c620243617e8fadd294bec3efa252,entry_point,src/agents/apply-patch.ts,84,"export function createApplyPatchTool(options): AgentTool<typeof applyPatchSchema, ApplyPatchToolDetails> { // Agent 工具注册点，patch 文本由 AI 或外部输入提供",createApplyPatchTool 接收 options 配置（cwd、sandbox、workspaceOnly 等）并返回绑定了 applyPatchSchema 的 AgentTool 对象，是 apply-patch 工具的注册函数。该函数是外部调用方（AI 或用户）提供的 patch 内容进入文件写入管道的声明入口——通过此处注册的工具接口，任何能调用该 Agent 的调用方均可将包含目标路径与 hunk 内容的 patch 传递给下游执行链，最终触及含 TOCTOU 竞争窗口的底层写入逻辑。,no_match,candidate_count=0; candidates=[]
entry-00193,1,https://github.com/openclaw/openclaw,bc507080577c620243617e8fadd294bec3efa252,critical_operation,src/infra/fs-safe.ts,225,"handle = await fs.open(ioPath, OPEN_WRITE_FLAGS, 0o600); // 含 O_TRUNC，截断在边界校验之前发生",fs.open 以包含 O_TRUNC 标志的 OPEN_WRITE_FLAGS 打开 ioPath（文件权限 0o600），在同一系统调用中立即完成文件截断。身份验证与根目录边界校验位于此调用之后（第 237-258 行），形成先截后验的时序——若在前序 realpath 检查通过后到本调用执行前，路径中的符号链接被替换为指向根目录外的目标，则 O_TRUNC 将不可逆地截断该目标文件，即使随后检测到异常并抛出错误，已完成的截断操作也无法回滚。,no_match,candidate_count=0; candidates=[]
entry-00274,1,https://github.com/Tencent/WeKnora,10b6c98078dc5206c8fd00d3eebe5535a7571eb4,trace[3],internal/handler/tenant.go,251,,第 251 行为空行，是 handler 从提取上下文到调用服务层之间的代码过渡位置。在漏洞修复语义上，该位置正是应当插入租户归属校验逻辑的节点，其空白状态直接体现了缺失显式约束这一根因，在漏洞链路中标记了从上下文携带凭据到服务层调用之间的防御空缺。,no_match,candidate_count=0; candidates=[]
entry-00290,0,https://github.com/openclaw/openclaw,8b5ebff67ba16bb68e26a2a0a22ed9556800009d,trace[3],src/agents/apply-patch.ts,281,    ? (,apply-patch.ts 第 281 行处的条件分支（三元运算符真值侧）承接 resolvePatchPath 返回的 target，依据操作类型将路径路由至含 assertNoPathAliasEscape 调用的沙箱边界断言子流程，构成从路径解析层流向沙箱校验层的衔接节点。此处决定了悬空符号链接路径能否到达下游的 fail-open 边界检查。,multiple_matches,"candidate_count=2; candidates=[{""file"": ""src/agents/apply-patch.ts"", ""line"": 281, ""code_preview"": ""    ? (""}, {""file"": ""src/auto-reply/reply/dispatch-acp.ts"", ""line"": 259, ""code_preview"": ""      ? (""}]"
entry-00298,1,https://github.com/openclaw/openclaw,fda49658183dc1afee48143f4de47dedc7590966,entry_point,src/auto-reply/reply/commands-config.ts,126,};,"在 handleConfigCommand 的 show 子路径中，第 126 行的 }; 收束了按路径查询后构建的条件返回块。该行所在的外层函数 handleConfigCommand 是 /config 命令的对外接收入口，仅以 rejectUnauthorizedCommand(params, ""/config"") 作为唯一权限门卫，只验证 isAuthorizedSender 即放行；show 分支在此退出后，set/unset 写入路径同样缺失 senderIsOwner 校验，使 handleConfigCommand 成为本漏洞链路中可被 command-authorized 非 owner 用户利用的特权入口之一。",multiple_matches,"candidate_count=7; candidates=[{""file"": "".github/workflows/auto-response.yml"", ""line"": 109, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 114, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 137, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 158, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 205, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 230, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 262, ""code_preview"": ""            };""}]"
entry-00298,1,https://github.com/openclaw/openclaw,fda49658183dc1afee48143f4de47dedc7590966,trace[0],src/auto-reply/reply/commands-config.ts,134,"const unauthorized = rejectUnauthorizedCommand(params, ""/debug""); // 仅校验 isAuthorizedSender；通过后未继续校验 senderIsOwner","handleDebugCommand 在进入 action 分支之前调用 rejectUnauthorizedCommand(params, ""/debug"")，将返回值赋给 unauthorized。该调用是 /debug 命令路径上唯一的权限关卡：函数内部只判断 params.command.isAuthorizedSender 为真即返回 null 放行，未读取 senderIsOwner 字段，从而将调用流直接导向后续的 show/set/reset/unset 分支，是漏洞链路中权限检查不完整的关键节点。",no_match,candidate_count=0; candidates=[]
entry-00300,1,https://github.com/openclaw/openclaw,fda49658183dc1afee48143f4de47dedc7590966,entry_point,src/auto-reply/reply/commands-config.ts,126,};,handleConfigCommand 是处理 /config 命令的异步处理函数，接收携带发送者身份字段的 params 参数，在函数体内依次完成授权检查、action 分派与数据读写。在漏洞链路中，此处是外部可控命令请求进入特权操作域的起点，params.command 所携带的 isAuthorizedSender 与 senderIsOwner 字段将在后续校验步骤中被不完整地使用。,multiple_matches,"candidate_count=7; candidates=[{""file"": "".github/workflows/auto-response.yml"", ""line"": 109, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 114, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 137, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 158, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 205, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 230, ""code_preview"": ""            };""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 262, ""code_preview"": ""            };""}]"
entry-00301,1,https://github.com/openclaw/openclaw,3caab9260cb0a0064e6a37b2de3bedc8a547e599,entry_point,src/agents/sandbox/fs-bridge.ts,103,  },readFile 方法的闭合括号，标志着只读安全路径的终结；紧随其后的 writeFile 方法正是含 TOCTOU 漏洞的写入入口，调用链从此处开始步入危险区域。,multiple_matches,"candidate_count=51; candidates=[{""file"": "".github/workflows/auto-response.yml"", ""line"": 119, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 128, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 133, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 134, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 148, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 156, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 162, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 168, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 176, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 179, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 191, ""code_preview"": ""                  }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 192, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 193, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 203, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 209, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 213, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 225, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 226, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 234, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 238, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 244, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 249, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 252, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 258, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 259, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 269, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 284, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 291, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 301, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 310, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 312, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 330, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 333, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 334, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 349, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 350, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 351, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 356, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 373, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 382, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 391, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 392, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 414, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 430, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 439, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 440, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 451, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 455, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 460, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 478, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 487, ""code_preview"": ""            }""}]"
entry-00301,1,https://github.com/openclaw/openclaw,3caab9260cb0a0064e6a37b2de3bedc8a547e599,trace[0],src/agents/sandbox/fs-bridge.ts,103,  },调用链追踪的起始锚点，定位在 readFile 方法体末尾；以此为起点，向下游追踪 writeFile 的参数构造与临时路径写入流程，记录外部可控输入如何逐步流向存在竞争窗口的文件系统操作。,multiple_matches,"candidate_count=51; candidates=[{""file"": "".github/workflows/auto-response.yml"", ""line"": 119, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 128, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 133, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 134, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 148, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 156, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 162, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 168, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 176, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 179, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 191, ""code_preview"": ""                  }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 192, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 193, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 203, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 209, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 213, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 225, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 226, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 234, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 238, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 244, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 249, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 252, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 258, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 259, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 269, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 284, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 291, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 301, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 310, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 312, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 330, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 333, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 334, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 349, ""code_preview"": ""                }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 350, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 351, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 356, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 373, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 382, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 391, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 392, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 414, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 430, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 439, ""code_preview"": ""              }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 440, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 451, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 455, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 460, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 478, ""code_preview"": ""            }""}, {""file"": "".github/workflows/auto-response.yml"", ""line"": 487, ""code_preview"": ""            }""}]"
entry-00311,1,https://github.com/jlowin/fastmcp,6bade1cbd973cbbbca26a84ed7c4cc58ecfda5b3,entry_point,src/fastmcp/server/auth/oauth_proxy.py,625,"def __init__(
    self,
    *,
    upstream_authorization_endpoint: str,
    upstream_token_endpoint: str,
    upstream_client_id: str,
    upstream_client_secret: str,
    upstream_revocation_endpoint: str | None = None,
    token_verifier: TokenVerifier,
    base_url: AnyHttpUrl | str,
    redirect_path: str | None = None,
    ...",OAuthProxy.__init__ 接收 base_url 参数并将其保存为实例属性，作为后续所有 JWT 签发操作的基础 URL。这是漏洞链的起点：base_url 在初始化阶段被静态捕获，随后被直接用于构造 JWTIssuer 的 audience 字段，而非等待运行时各 MCP server 实际注册时所提供的资源地址。,no_match,candidate_count=0; candidates=[]
entry-00311,1,https://github.com/jlowin/fastmcp,6bade1cbd973cbbbca26a84ed7c4cc58ecfda5b3,critical_operation,src/fastmcp/server/auth/oauth_proxy.py,808,"self._jwt_issuer: JWTIssuer = JWTIssuer(
    issuer=str(self.base_url),
    audience=f""{str(self.base_url).rstrip(""/"")}/mcp"",
    signing_key=jwt_signing_key,
)",self._jwt_issuer 在 __init__ 内被构造，audience 固定为 base_url 末尾拼接 /mcp 的字符串。此静态绑定使得同一 OAuthProxy 代理下所有 MCP server 共享相同的 JWT audience，令 token 可在不同 server 间重放。在漏洞链中，这是核心缺陷所在：audience 应在各 MCP server 注册并提供实际 resource URL 之后动态设定，而非在代理实例化阶段一次性固化。,no_match,candidate_count=0; candidates=[]
entry-00311,1,https://github.com/jlowin/fastmcp,6bade1cbd973cbbbca26a84ed7c4cc58ecfda5b3,trace[1],src/fastmcp/server/auth/oauth_proxy.py,1635,"def get_routes(
    self,
    mcp_path: str | None = None,
) -> list[Route]:
    """"""Get OAuth routes with custom handlers for better error UX.""""""
    # Get standard OAuth routes from parent class
    routes = super().get_routes(mcp_path)",OAuthProxy.get_routes() 覆盖父类方法并接收 mcp_path，但函数体内仅将参数透传给 super().get_routes()，从未依据 mcp_path 重建或更新 _jwt_issuer 的 audience。在调用栈下游，此处是应修复漏洞的关键位置：正确实现需要在此处以 mcp_path 导出实际 resource URL 并重新绑定 audience，而该逻辑在此版本完全缺失。,no_match,candidate_count=0; candidates=[]
